CountryID,CountryName,Region,IncomeLevel,ECIID,Year,FDINet,FDIInflowstoGDP,FDIInflows,FDIOutflowsPercent,FDIOutflows,GDP,GDPgrowth,GrossNationalSpending,InflationConsumerPrices,InflationRate,InflationPercent,GoodsNetTrade,GoodsandServicesNetTrade,TradePercent,ServicesTradedPercent,GovernmentSpendingToGDP,GovernmentSpendingAnnualGrowth,GovernmentSpending,GovernmentEducationSpendingToGDP,GovernmentEducationSpendingToTotalSpending,GovernmentMilitarySpendingToGDP,GovernmentMilitarySpendingToTotalSpending,GovernmentMilitarySpending,ElectricityAccess,AgriculturalCarbonDioxide,TransportCarbonDioxide,WasteCarbonDioxide,ForestArea,RenewableEnergyConsumption,TotalGreenhouseGas,LongTermExternalDebt,TotalPSD,LongTermPSD,ShortTermPSD,InterestPaymentsPercent,ExternalDebt,TotalDebt,FemaleLifeExpectancy,MaleLifeExpectancy,TotalLifeExpectancy,AdultLiteracyRate,YouthLiteracyRate,BasicDrinkingWater,SafelyManagedDrinkingWater,BasicHandwashing,PovertyRatio,NationalPovertyRatio,SocialPovertyRatio,UnemploymentwithAdvancedEducation,UnemploymentwithBasicEducation,UnemploymentWithintermediateEducation,TotalUnemployment,YouthUnemployment,ExchangeRate
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,ECI-KNA-2022,2022,-44662020.37,4.414534806,43325552.59,-0.136175609,-1336467.778,981429629.6,10.52284928,,2.668175331,3.420103591,3.420103591,-340103014.4,-59927367.78,,75.67330923,,,,3.631476824,1.978255272,,,,100,,0.0392,,42.30769231,1.5,3.54321437,,,,,,,,75.666,68.682,72.027,,,,,,,,,,,,,,2.7
KOR,"Korea, Rep.",East Asia & Pacific,High income,ECI-KOR-2022,2022,40754300000,1.496173783,25044700000,3.930841206,65799000000,1673920000000.0,2.612672192,1.67441E+12,5.089513651,1.275522574,1.275522574,15620000000,8366900000,96.53640929,16.16130184,18.76727896,4.264937522,31414739185,,,2.769579494,9.65668812,463654277.4,100,0.4551,106.5876,1.6145,64.21106557,,12.9338431,,1250000000000,1050000000000,206000000000,3.46,,,85.6,79.9,82.6804878,,,100,99.2801236,,,,,2.87,2.926,2.796,2.857,6.701,1291.446667
KWT,Kuwait,Middle East & North Africa,High income,ECI-KWT-2022,2022,23796283534,0.408967286,752255306,13.34593353,24548538840,183940000000.0,5.859208873,1.28929E+11,3.98064962,18.82929168,18.82929168,71950050436,55013741536,90.70223034,20.74230844,2.749283275,0.264376685,387571517.2,6.582365362,12.26316547,4.727843723,11.22583574,824412141.3,100,0.0031,15.2447,0.0004,0.350729517,,36.03360871,,,,,,,,82.752,78.878,80.264,,,100,100,,,,,,,,,,0.306250154
LAO,Lao PDR,East Asia & Pacific,Lower middle income,ECI-LAO-2022,2022,-726273736.5,4.695092258,726273736.5,0.0000431,6670,15468785204.0,2.707426526,,22.95622251,15.77394592,15.77394592,954112563.8,621832575.5,,7.398603622,,,,1.46834384,9.824934574,,,,100,,2.6158,0.0153,71.60528596,49.2,5.30162229,17925880667,,,,16.99,,7.64,71.164,66.94,68.999,87.51999664,94.51000214,85.4618004,17.87207557,,,,,2.796,0.94,1.963,1.209,2.258,14035.22669
LBN,Lebanon,Middle East & North Africa,Lower middle income,ECI-LBN-2022,2022,-460686777.1,2.509661606,526838753.9,0.315123128,66151976.79,20992421949.0,-0.621678971,30487445641,171.2054913,112.149479,112.149479,-13756492693,-12091395112,114.8882783,70.66788165,3.625325845,34.93733494,76143538.76,,,2.918488863,1.719684172,218747732,100,0.0053,7.0651,,14.12805474,,4.172207484,50499951048,,,,,,18.86,76.597,72.237,74.416,,,92.6,47.7,,,,,,,,,,1507.5
LBR,Liberia,Sub-Saharan Africa,Low income,ECI-LBR-2022,2022,-960192468.7,23.9985301,960192468.7,2.274964528,91022400,4001047000.0,4.808105173,,7.592984866,8.666208541,8.666208541,-499380380.6,-741456441.7,,15.62664025,,,,2.276958672,,2.488535499,3.436915888,36775,31.8,,0.8343,,78.45639535,92.8,0.849441702,1146565735,,,,,,2.14,62.392,59.796,61.1,,,75.61013152,,3.440188936,,,,,,,,,152.9337568
LBY,Libya,Middle East & North Africa,Upper middle income,ECI-LBY-2022,2022,,0.115616833,50000000,0.115616833,50000000,43246297922.0,-8.251630041,30529328458,4.510301492,42.697102,42.697102,,,156.3216847,,3.888396947,-1.13522116,13319897988,,,,,,70,0.0271,18.6104,,0.123327688,,12.32026612,,,,,,,,74.759,69.736,72.151,,,99.8915238,,,,,,,,,,,4.813175
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,ECI-LCA-2022,2022,-51554691.85,1.407298183,32968826.67,-0.793351082,-18585865.19,2342703704.0,20.38676757,,6.378146951,4.220035701,4.220035701,-608879541.5,101657952.6,,68.71873516,,,,3.698471157,16.34354192,,,,100,,0.0978,,34.04918033,9.7,2.416364155,736649842.2,,,,,,2.4,74.887,68.005,71.294,,,96.88866058,,,,,,7.82,19.774,16.531,15.934,32.25,2.7
LIE,Liechtenstein,Europe & Central Asia,High income,ECI-LIE-2022,2022,,,,,,7361504432.0,,,,,,,,,,,,,,,,,,100,,,,41.875,56.9,,,,,,,,,85.6,83.1,84.3195122,,,100,100,,,,,,,,,,
LKA,Sri Lanka,South Asia,Lower middle income,ECI-LKA-2022,2022,-869016898.2,1.192463472,884150491.4,0.020410843,15133593.25,74144870023.0,-7.346791236,76786944778,49.72110211,47.46374152,47.46374152,-5184577044,-3074954688,46.68144148,5.415105119,7.177851617,1.387847694,5322834.148,1.239722243,5.345834452,1.343389427,7.25388283,122151.196,100,0.1583,8.5955,,34.05593275,,1.698453631,47801549230,,,,41.32,,4.62,80.23,72.851,76.61,92,99,89.31010729,47.12753287,85.34633237,,,,5.366,3.112,7.123,4.528,22.074,322.6326743
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,ECI-LSO-2022,2022,7820069.161,-0.332107076,-7820069.161,,,2354683089.0,2.387780202,3516987207,8.271803899,5.530054693,5.530054693,-747045155.6,-1173915464,142.3739814,19.6308307,35.21298717,-0.28269778,829133333.7,6.433475494,15.54267124,1.516438947,2.762871945,34668499.9,50,,0.4841,,1.137022398,34.9,1.160355363,1613463544,,,,3.99,,2.91,55.923,50.319,53.036,82.01000214,89.73000336,73.97070851,28.21748742,5.571910567,,,,,,,,,16.35585348
LTU,Lithuania,Europe & Central Asia,High income,ECI-LTU-2022,2022,-3222401217,3.405881082,2419329634,-1.130547187,-803071582.9,71033884500.0,2.537525009,72519851964,19.70504615,16.06654365,16.06654365,-7684079422,-1467958906,175.6516122,42.67116872,16.74446116,0.376698292,11893946379,,,2.446621591,6.781264136,1734372765,100,0.4128,6.102,0.0022,35.20364354,,7.346840469,,,,,1.04,,,80.3,71.5,75.79268293,,,98.03940167,94.98149647,,,,,3.514,16.603,7.58,5.956,11.927,0.949623753
LUX,Luxembourg,Europe & Central Asia,High income,ECI-LUX-2022,2022,66515110852,-360.3528065,-2.94199E+11,-360.3528065,-2.94199E+11,81641807866.0,1.380185891,53848697266,6.336008078,5.683546633,5.683546633,-664365606.4,28768301551,388.5136684,318.707693,17.63871326,2.623759386,144564386.2,4.732231738,1.742437363,0.625326743,1.433212889,5998748.223,100,,4.3269,,34.45382721,,12.44244782,,,,,0.38,,,85.3,80.9,83.04634146,,,99.88594783,99.53408196,,,,,3.695,8.385,4.067,4.588,17.601,0.949623753
LVA,Latvia,Europe & Central Asia,High income,ECI-LVA-2022,2022,-1385206181,3.202055462,1217386449,-0.441563006,-167877423.3,38018905782.0,1.812682402,39877191229,17.31028302,9.835941353,9.835941353,-4312303720,-1841317410,159.8267195,33.50614344,2.484634576,2.846948885,778833919.1,,,2.941585284,5.176475882,856142771.8,100,0.2103,3.0689,,54.93379399,,5.897414205,,,,,1.3,,,79.6,69.8,74.5804878,,,98.89352739,97.11127226,,,22.5,,3.736,14.31,8.096,6.815,15.275,0.949623753
MAC,"Macao SAR, China",East Asia & Pacific,High income,ECI-MAC-2022,2022,-2117783888,11.72810431,2931922104,3.256668351,814138216.6,24999113476.0,-19.60933637,24824164442,1.045028024,1.160830248,1.160830248,-9696852074,-334029067.2,168.0810225,68.11988645,27.39568424,4.285768229,6848678137,6.189371553,1.124317169,,,,100,,1.3253,0.0009,,11,4.466410749,,,,,,,,87.98,82.753,85.377,,,100,100,,,,,,,,,,8.065206083
MAF,St. Martin (French part),Latin America & Caribbean,High income,ECI-MAF-2022,2022,,,,,,,,,,,,,,,,,,,,,,,,100,,,,24.8,,,,,,,,,,83.658,77.502,80.55,,,99.92633383,96.62876481,,,,,,,,,,0.949623753
MCO,Monaco,Europe & Central Asia,High income,ECI-MCO-2022,2022,,,,,,8800430486.0,11.04693943,,,3.220952868,3.220952868,,,,,,,,1.17324996,4.795989992,,,,100,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,0.949623753
MDA,Moldova,Europe & Central Asia,Upper middle income,ECI-MDA-2022,2022,-541060000,4.038595343,586020000,0.309844795,44960000,14510490660.0,-5.015482319,18610136481,28.73729768,19.25320363,19.25320363,-5192770000,-4284320000,110.7339656,25.15579993,17.54272319,3.247378447,2545535183,6.115399132,15.79878139,0.328875315,0.898439835,47749815.11,100,0.1127,2.3413,0.0024,11.75129219,,5.123160385,6267739701,4636300104,3686977950,949322153.3,2.99,,4.74,73.32,64.217,68.621,,,92.02426809,75.22434212,,,31.1,,1.349,0.661,0.885,0.909,2.921,18.89718962
MDG,Madagascar,Sub-Saharan Africa,Low income,ECI-MDG-2022,2022,-325831200.6,3.091231792,467848664.2,0.938356636,142017463.6,15134700203.0,3.999999999,16360451748,8.16059032,6.932966435,6.932966435,-969817246.6,-1351885540,68.85418352,17.61478417,22.49591654,34.37555383,344689445.4,3.139199661,,0.665916158,3.769468146,98149169.22,36.1,,1.3602,,21.3189737,83.1,1.093879637,4440902781,,,,5.55,,1.46,67.617,62.97,65.23,77.48000336,80.73000336,53.46588342,22.23922328,23.43563054,,,,,,,3.186,5.586,4096.116184
MDV,Maldives,South Asia,Upper middle income,ECI-MDV-2022,2022,-732227100.8,11.85386271,732227100.8,,,6177118114.0,13.82608952,5985733652,2.333143376,3.412926234,3.412926234,-2916309549,196384407.6,162.2435705,101.6504052,17.22154849,-4.916852596,163764898.5,4.673443317,11.76444626,,,,100,,1.4124,0.0037,2.733333333,1.2,5.698274776,3476174961,,,,,,12.71,81.844,80.065,80.839,,,99.55834608,,,,,,,,,,,15.386625
MEX,Mexico,Latin America & Caribbean,Upper middle income,ECI-MEX-2022,2022,-21767006843,2.670898457,39110305098,1.184398547,17343298255,1464310000000.0,3.689111093,1.53287E+12,7.896276192,6.497192004,6.497192004,-27116261880,-42567958261,88.38708948,8.179524428,11.92378771,1.737934793,16242711226,,,0.686151326,2.449242145,16526842.78,100,2.6806,128.0524,0.4989,33.66164197,,5.345831872,516000000000,739000000000,708000000000,31404754020,14.86,,3.93,78.161,71.547,74.832,,98.94999695,99.70642945,43.03787942,93.94082133,1.7,36.3,22.5,4.045,2.827,4.021,3.256,6.495,20.12735
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,ECI-MHL-2022,2022,,,,,,253400000.0,-1.118067979,402325000,,-1.017682751,-1.017682751,,,118.8353197,,58.73952762,-7.258383395,1488459,7.549398789,11.34535982,,,,100,,,,52.22222222,12.2,0.067370312,,,,,,,,67.092,63.546,65.146,,,85.06373996,,,,,,,,,,,1
MKD,North Macedonia,Europe & Central Asia,Upper middle income,ECI-MKD-2022,2022,-683826064.2,6.13067579,854152514.5,1.222517323,170326450.4,13932436550.0,2.758884153,16799235406,14.20471732,8.873687325,8.873687325,-3668257298,-2886224819,166.1473574,29.25575133,15.22155676,-4.316379923,292945326.7,,,1.622927658,4.628373434,22214187.36,100,0.0208,2.4636,0.0199,39.71015067,,6.006020597,7961580849,,,,,,8.11,76.74,72.22,74.42487805,,,97.84256181,80.44702587,,,,,9.586,22.011,15.062,14.477,32.617,58.57439167
MLI,Mali,Sub-Saharan Africa,Low income,ECI-MLI-2022,2022,-671836204.5,3.80967902,715469994.9,0.232337815,43633790.32,18780322204.0,3.474951711,20866873354,9.621476085,5.72783446,5.72783446,-215962765.5,-2086550443,73.4634225,15.05744179,17.11924476,7.599999998,321549324.4,4.355516522,18.18999672,3.139664324,12.38292688,58217552.54,53,0.1636,3.4212,0.0105,10.89666363,71.1,1.943175987,5296788500,,,,,,1.72,60.832,58.068,59.417,,,83.64946367,,17.30086899,,,,12.693,3.181,7.992,2.387,3.325,623.7597009
MLT,Malta,Middle East & North Africa,High income,ECI-MLT-2022,2022,-1489043435,126.2757876,24257553511,118.5243821,22768510075,19209979975.0,4.147882816,16621736603,6.153756219,5.061185916,5.061185916,-3327816786,2160147680,243.6743299,171.2040894,17.41927459,0.38876576,33429232.85,,,0.432529412,1.797534445,783346.9131,100,,0.7397,0.0003,1.4375,,3.974141645,,,,,2.54,,,84.8,80.7,82.7,,,100,99.77241553,,,,,2.09,3.28,3.416,2.929,8.271,0.949623753
MMR,Myanmar,East Asia & Pacific,Lower middle income,ECI-MMR-2022,2022,,,,,,62253049892.0,4.037493436,,,6.163716489,6.163716489,,,,,,,,,,4.855745488,22.28263359,248995986.7,73.7,1.0868,5.1964,0.0463,42.84626228,,2.201351803,10831698543,,,,,,1.55,70.478,64.18,67.256,,,82.38444021,57.39649937,74.58558431,,,,,,,,,1932.543333
MNE,Montenegro,Europe & Central Asia,Upper middle income,ECI-MNE-2022,2022,-820995165.3,14.0062013,872558550.3,0.827689042,51563385,6229801581.0,6.406680329,7652244783,13.04030363,12.35532215,12.35532215,-2788109675,-1435707407,125.8986046,54.39253576,17.85583735,1.466665177,1112383218,,,1.674649518,3.723123851,9811519.118,100,,,,61.48698885,,,8331182034,,,,,,15.05,78.8,73.7,76.18780488,,,98.86387363,85.11891799,,,,,11.778,20.858,,14.852,29.493,0.950915534
MNG,Mongolia,East Asia & Pacific,Upper middle income,ECI-MNG-2022,2022,-2428437140,14.60530651,2504294750,0.442409441,75857609.68,17146471714.0,5.032709637,18537216687,15.14795609,17.71471242,17.71471242,1232518013,-1122520106,136.3279299,26.97507959,13.91869838,6.926786316,238656568.4,4.185672646,,0.513936273,1.552346574,175497.5796,100,,2.8252,0.0009,9.098233215,,19.47699715,31098280498,,,,,,26.42,77.375,68.079,72.667,,,83.51122724,39.28015504,86.37693433,1.1,27.1,17.9,6.076,4.761,6.597,5.954,11.447,3140.677884
MNP,Northern Mariana Islands,East Asia & Pacific,High income,ECI-MNP-2022,2022,,,,,,1096000000.0,16.64275466,,,2.803189958,2.803189958,,,93.15693431,,,,,,,,,,100,,,,52.95652174,0.5,0.062936759,,,,,,,,,,,,,100,90.63917526,,,,,,,,,,1
MOZ,Mozambique,Sub-Saharan Africa,Low income,ECI-MOZ-2022,2022,-2458453111,16.00429471,3022175565,2.985260151,563722453.8,18883528581.0,4.364450745,25610917206,10.27940181,9.151614199,9.151614199,-5056398298,-6522748189,135.2795784,19.71544788,16.4981779,5.129435183,3115438138,6.161983967,,1.499828313,4.551344159,28186746.44,33.2,,3.9207,,46.11933111,,1.054383287,62571929066,,,,11.3,,33.15,62.688,56.529,59.625,,,63.19536575,,,,,,9.301,8.86,24.241,6.789,11.727,63.85083333
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,ECI-MRT-2022,2022,-1401620462,14.66442086,1401620462,0.031387429,3000000,9557966698.0,6.796005102,11713315284,9.525266286,-0.612361746,-0.612361746,-1001623665,-1637405930,102.0258991,13.08055472,16.88362496,14.29999996,165818329.5,2.442425289,8.454749174,2.27952259,8.221726558,225352135.5,49,,2.5015,,0.292896963,19.6,3.37157996,3823221740,,,,,,3.61,66.447,62.965,64.691,,,77.81125869,,41.7524087,,,,,,,,,36.935
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,ECI-MUS-2022,2022,9339260069,0.285717274,36937470,0.285717274,36937470,12927979286.0,8.879885197,13776590538,10.77375122,9.565920448,9.565920448,-3617527360,-3048200410,118.3398285,36.07226518,15.95534967,6.398656613,262743.4881,4.8485989,12.18731976,0.138842437,0.475976242,17884595.97,100,0.0169,1.1448,0.0001,19.45418127,,4.73234943,9004007679,10204815398,9426846772,777968626,6.9,,6.72,77.1,70.1,73.51463415,,,99.99999955,,,,,,,6.153,6.385,6.322,21.436,44.182775
MWI,Malawi,Sub-Saharan Africa,Low income,ECI-MWI-2022,2022,-140005928.3,1.598886132,198726519.1,0.472445946,58720590.81,12429060151.0,0.921115069,,20.95396973,17.16683039,17.16683039,-1845217151,-2347203418,,11.50595382,,,,,,0.969716354,3.497985377,117546956.7,14,,0.7656,,22.88608401,62.9,0.90426107,2545817452,,,,26.35,,1.15,66.326,59.58,62.898,68.08000183,76.79000092,71.87190978,17.75707962,15.30758864,,,,,,,,,949.0390167
MYS,Malaysia,East Asia & Pacific,Upper middle income,ECI-MYS-2022,2022,-3216658619,3.686893363,15027992711,2.897734255,11811334092,407606000000.0,8.861821876,3.78279E+11,3.378698625,6.403485118,6.403485118,42424945000,29122040539,146.5054183,18.93669117,11.58771827,5.163876164,47232149524,3.499337912,2.149679184,0.922545178,3.559666294,3673788248,100,1.4232,59.2585,0.0765,57.87167859,,9.101715315,,,,,12.85,,,78.799,73.955,76.26,96,99,97.15645919,93.94192081,,,,,3.47,3.59,4.08,3.93,11.73,4.401076345
NAM,Namibia,Sub-Saharan Africa,Upper middle income,ECI-NAM-2022,2022,-1045154430,8.403125088,1056043503,0.086646276,10889072.31,12567271005.0,5.349664086,14881900583,6.081281141,6.447852952,6.447852952,-1939509164,-2063669624,99.10815987,16.41202303,23.19545436,0.577743567,289184918.3,9.677911758,25.32154833,2.917236139,7.986696584,36759743.74,56.2,,2.0906,,7.891362703,,4.422074277,,,,,12.84,,,61.704,54.592,58.059,,,85.9121144,,,,,,,,,,,16.35585833
NCL,New Caledonia,East Asia & Pacific,High income,ECI-NCL-2022,2022,,0.592336611,57002440,0.592336611,57002440,9623318718.0,3.499999996,,,3.845714942,3.845714942,,,,,,,,,,,,,100,,1.7875,,45.83260394,9.6,21.86345225,,,,,,,,84.612,77.525,80.98207317,,,99.53867299,96.86528541,,,,,3.372,21.079,11.889,10.71,33.508,113.4743672
NER,Niger,Sub-Saharan Africa,Low income,ECI-NER-2022,2022,-957256454.9,6.25881416,965976159,0.056497261,8719704.066,15433852712.0,11.9,15797910612,4.226217919,4.018999979,4.018999979,-1875449790,-2817580228,31.33251371,10.37867879,,3.726355489,,4.114389294,12.37145138,1.664378422,7.286514716,2425746.324,19.5,,1.306,,0.832762296,,1.61651168,4648921277,,,,,,2.02,63.401,60.816,62.08,38.09999847,48.20999908,48.89607049,,24.6168063,,,,4.617,0.795,4.957,0.403,0.397,623.7597009
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,ECI-NGA-2022,2022,119729340.7,-0.039126749,-186792428.9,-0.014047468,-67063088.27,477403000000.0,3.251681408,,18.84718778,11.31133494,11.31133494,5998169616,-7958107284,,4.961061427,,,,0.348516727,4.328178215,0.651666918,4.517335146,319384939.1,60.5,1.4606,59.6821,,23.38718886,,1.703611802,72987678322,,,,,,1.72,53.968,53.295,53.633,,,79.63940859,28.98488487,31.07882869,,,,6.722,2.344,4.343,3.827,6.056,425.9791581
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,ECI-NIC-2022,2022,-1274453434,8.267147,1293800000,0.123621043,19346566.08,15649897117.0,3.752284757,18098382617,10.46742445,8.777652258,8.777652258,-2790800000,-2342800000,115.3393739,17.07103874,13.73454619,-6.517698752,2149442348,3.794763882,19.41569366,0.537113968,1.889237164,8421447.864,86.5,0.1367,2.5514,,26.65389729,,3.003511992,13084146819,9884647874,9873624434,11023440.04,7.06,,16.82,77.556,71.613,74.615,,,,,,,,,,,,,,35.87442114
NLD,Netherlands,Europe & Central Asia,High income,ECI-NLD-2022,2022,1.55872E+11,1.4870429,15562510630,16.38105439,1.71434E+11,1046540000000.0,5.00723459,9.54657E+11,10.00120788,6.155574926,6.155574926,58009413259,91871940069,184.1074843,47.67515703,24.19955324,1.559942855,25325819748,5.521113311,11.61712837,1.352189612,3.188383656,13632443394,100,0.1587,24.9398,,11.02966736,,9.104924235,,,,,1.29,,,83.2,80.3,81.71463415,,,99.99999744,99.96789119,,,,,2.547,5.7,3.348,3.526,7.633,0.949623753
NOR,Norway,Europe & Central Asia,High income,ECI-NOR-2022,2022,11537635269,2.421270098,14375733479,4.364526164,25913368748,593727000000.0,3.005635161,4.25613E+11,5.764123179,28.16182438,28.16182438,1.71079E+11,1.66061E+11,82.60518658,18.43292017,18.17483332,1.195449499,1798884459,3.968197239,1.122114182,1.55213238,3.895688824,8697821939,100,0.0053,13.7387,0.0556,33.47956186,,10.4900619,,,,,0.92,,,84.2,81,82.56097561,,,100,98.82311034,,,,,1.872,7.885,2.518,3.231,9.929,9.614166667
NPL,Nepal,South Asia,Lower middle income,ECI-NPL-2022,2022,-66059660.95,0.160405405,66059660.95,,,41182939601.0,5.631314559,53974416730,7.650791768,8.241191953,8.241191953,-11937226470,-12707845793,48.97340148,7.976682165,8.412561368,9.633529847,34645441.86,3.617783785,,1.111753441,4.454472686,417495219.4,91.3,0.2467,4.6119,,41.59072201,,1.879454167,8229380766,,,,,,0.82,72.364,68.608,70.484,,,91.23509651,16.11663714,63.5428419,2.2,20.3,19.8,,,,,,125.1994578
NRU,Nauru,East Asia & Pacific,High income,ECI-NRU-2022,2022,11498681.19,,,,,156803087.3,3.022636275,,,-10.80142316,-10.80142316,-61028021.86,-86987952.27,164.7347985,64.17025764,,,,7.853979874,,,,,100,,,,,1.9,0.101686298,,,,,,,,67.841,60.52,64.014,,,,,,,,,,,,,,1.441664459
NZL,New Zealand,East Asia & Pacific,High income,ECI-NZL-2022,2022,-7488667460,3.3802437,8340194362,0.345612592,852742124,246734000000.0,2.774842648,2.59198E+11,7.17222476,5.587087559,5.587087559,-7749642796,-13865087159,54.08691898,11.64565534,21.19493731,2.381177313,528398939.4,5.231218237,13.1385479,1.171827536,2.75995623,282985839.2,100,0.9036,14.8641,0.0022,37.71936349,,16.29582584,,,,,2.97,,,84.4,81.2,82.76097561,,,100,100,,,,,,,,3.297,9.351,1.577183333
OMN,Oman,Middle East & North Africa,High income,ECI-OMN-2022,2022,-7176332900,6.219913388,6962808843,-0.190742152,-213524057.2,111944000000.0,9.577106131,88568270481,2.506142506,16.98971855,16.98971855,31316557404,22800954136,100.5845399,13.71539959,17.89468594,3.98511887,231989596.9,4.199799939,14.17794995,5.438255784,16.98426642,578348545.5,100,,11.896,,0.007790307,,26.47706473,,,,,,,,76.046,72.356,73.935,97,100,92.43996876,90.85174913,,,,,,,,3.3,,0.3845
PAK,Pakistan,South Asia,Lower middle income,ECI-PAK-2022,2022,-305000000,0.389980754,1462000000,0.30862362,1157000000,374890000000.0,4.778106869,4.1969E+11,19.87385996,13.93701124,13.93701124,-34407000000,-37627107000,33.03135348,4.856788029,1.491885219,-1.332488377,3933359519,1.974449386,9.444368652,3.162974526,15.93274532,135813859.3,95,5.6027,54.0555,,4.726053342,,2.199633701,107000000000,,,,,,4.51,68.918,64.134,66.431,,,90.62575385,50.60177857,84.69131223,,,,,,,,,204.8671875
PAN,Panama,Latin America & Caribbean,High income,ECI-PAN-2022,2022,-2871785545,3.92922448,2997059850,0.164237916,125274304.7,76276116700.0,10.76966587,74332829900,2.859651288,2.17180786,2.17180786,-6708713548,3038252857,93.68717875,27.33012657,12.79287898,2.93354933,97579113,3.366937935,15.73413418,,,,95,,5.2779,,56.49785791,,4.193649616,,,,,,,,80.091,73.726,76.826,,99.33999634,94.6515653,,,,,,8.323,7.122,11.259,8.281,19.149,1
PER,Peru,Latin America & Caribbean,Upper middle income,ECI-PER-2022,2022,-11788738162,4.544400292,11201435821,-0.238267394,-587302340.5,246489000000.0,2.725500216,2.45114E+11,8.333706301,4.766461937,4.766461937,10166402413,1688506235,57.25107344,7.465499137,13.37195833,-0.199873174,3296373969,3.833159924,16.47291946,1.153179524,4.878113154,279919985.4,96.2,1.225,23.1808,0.0095,56.23804773,,2.754285097,75787982491,,,,,,3.24,75.495,71.332,73.385,,99.30000305,94.80580932,51.98521171,,4,27.5,25,4.938,3.167,5.182,4.291,7.709,3.835181375
PHL,Philippines,East Asia & Pacific,Lower middle income,ECI-PHL-2022,2022,-5630950417,2.347509723,9492234668,0.954928174,3861284251,404353000000.0,7.580982128,4.67654E+11,5.821158112,5.488648202,5.488648202,-69701347136,-53805933988,72.42968361,16.40851008,15.43674223,5.132576992,682963622.3,3.579681146,15.69646424,1.316526153,5.848687263,5321933198,94.8,1.1971,34.8475,0.1508,24.34305933,,2.145634365,90892856089,66320189112,65384309880,935879232,12.27,,2.11,74.174,70.218,72.187,,99.76999664,94.87631136,47.90190412,81.75091888,,,,3.697,2.065,4.792,2.598,6.863,54.47778584
PLW,Palau,East Asia & Pacific,High income,ECI-PLW-2022,2022,-72014000,28.1754766,72014000,,,255591062.5,-1.318449033,389858800,12.35266384,9.8633004,9.8633004,-156432000,-192201000,87.73757494,31.50853524,36.34192219,-4.848484848,928867,3.576214389,1.177256584,,,,100,,0.7319,,90.36956522,0.9,82.3357171,,,,,,,,,,,,,99.57044944,90.44084862,,,,,,,,,,1
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,ECI-PNG-2022,2022,1263272946,3.770517597,1193266177,7.762244644,2456539123,31647277767.0,5.707584118,,5.253239222,15.02882075,15.02882075,8734827031,6293492871,,9.278007602,,,,,,0.312718966,1.495949595,97487775.75,19,,2.4906,0.001,79.02817648,54.6,0.931690929,15705035654,,,,11.87,,14.95,69.172,63.378,65.958,,,50.23518094,,29.85549829,,,,4.244,2.662,5.351,2.689,3.79,3.519229705
POL,Poland,Europe & Central Asia,High income,ECI-POL-2022,2022,-29177000000,6.006260966,41780000000,1.811797677,12603000000,695607000000.0,5.255456974,6.83896E+11,14.42945076,10.68957743,10.68957743,-23193000000,14623000000,123.0213329,21.98538779,18.11912863,0.574234467,126381238.2,,,2.228561897,5.192325332,15341313423,100,1.6795,67.7151,0.1974,31.05949231,,10.78768963,,,,,3.81,,,81.3,73.5,77.30487805,,,90.3695801,88.91449931,,,11.8,,1.306,4.181,3.302,2.811,10.584,4.457758333
PRI,Puerto Rico,Latin America & Caribbean,High income,ECI-PRI-2022,2022,,,,,,113567000000.0,3.568110247,1.12526E+11,,3.033079022,3.033079022,,,98.50071147,,7.247395375,-0.413248884,79778,,,,,,100,,2.0532,,56.06651635,2.5,4.619775766,,,,,,,,83.897,75.578,79.72,,,100,99.87310759,,,,,,,,6,,1
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,ECI-PRK-2022,2022,,,,,,,,,,,,,,,,,,,,13.85552123,,,,54.7,0.0254,4.602,0.0111,49.72701603,,3.254692714,,,,,,,,76.146,70.973,73.578,,,93.88750193,66.53139987,,,,,,,,,,
PRT,Portugal,Europe & Central Asia,High income,ECI-PRT-2022,2022,-5801630114,3.710039297,9531041797,1.451705301,3729411683,256899000000.0,6.985841938,2.63066E+11,7.832691242,5.327498944,5.327498944,-27739239766,-5083457909,101.3641473,27.49798648,17.44722687,1.395612173,44821692653,,,1.399269649,3.166672892,356656367.5,100,0.0337,16.4197,0.202,36.15499489,,5.387752661,,,,,4.98,,,84.5,78.8,81.5804878,,,99.26040902,95.15673399,,,,,4.338,6.832,6.637,6.011,19.035,0.949623753
